model,experiment_id,task_type,throughput_tps,latency_s,latency_per_token_ms,ttft_s,token_count,cpu_percent_avg,cpu_percent_peak,mem_used_avg_mb,mem_used_peak_mb,gpu_util_avg,gpu_util_peak,gpu_mem_avg_mb,gpu_mem_peak_mb,gpu_power_avg_w,gpu_power_peak_w,gpu_energy_j,gpu_temp_avg_c,cpu_energy_j,response_length,avg_response_length,temperature,max_tokens,norm_throughput,norm_latency,norm_energy,norm_gpu_util,efficiency_score,norm_quality,qe_ratio
qwen25_3b_hf_4bit,exp_20260303_212638_2358431307424,qa,13.778959739411473,21.77232575416565,72.57441918055217,,300,9.950000000000001,22.4,9048.166273584906,9103.20703125,32.075471698113205,46,3652.6171875,3652.6171875,20.813471698113208,28.667,453.7453743011953,40.24528301886792,98.23195914208888,1175,1175.0,0.0,300,0.11634842601686367,0.487205383514718,0.5675090971250607,0.0,0.3629537145986791,0.8221476510067114,1.286071290078706
qwen25_3b_hf_4bit,exp_20260303_212702_2358431307424,qa,16.896133351989974,11.837027788162231,59.18513894081116,,200,10.56896551724138,17.8,9079.952720905172,9146.1171875,34.241379310344826,42,3652.6171875,3652.6171875,25.02993103448276,30.41,298.66987752342226,40.793103448275865,57.12679545879366,832,832.0,0.0,200,0.17273656518760652,0.757646502394931,0.7433690544070339,0.039461884225869305,0.5193992931156322,0.5343959731543624,1.1096518319584765
qwen25_3b_hf_4bit,exp_20260303_212716_2358431307424,qa,17.615009083839393,11.353953838348389,56.76976919174194,,200,11.082142857142859,19.6,9080.20472935268,9127.109375,39.19642857142857,66,3652.6171875,3652.6171875,25.206875,28.325,287.05104242813593,40.30357142857143,57.467015583515185,925,925.0,0.0,200,0.1857406739900237,0.7707958875403563,0.7565451388689874,0.12974070275446659,0.5324985775188126,0.6124161073825504,1.3034853470139605
qwen25_3b_hf_4bit,exp_20260303_212730_2358431307424,qa,15.928836605109884,18.83376717567444,62.779223918914795,,300,10.232608695652175,15.5,9080.720830502718,9141.625,36.22826086956522,97,3652.6171875,3652.6171875,24.83919565217392,32.255,470.05179316115374,40.17391304347826,87.59074638783932,1387,1387.0,0.0,300,0.1552386422735976,0.5671936307300042,0.5490171613665465,0.07566199249349985,0.39695869453840427,1.0,1.6475235697854163
qwen25_3b_hf_4bit,exp_20260303_212751_2358431307424,qa,16.10855936585882,12.415759563446045,62.078797817230225,,200,11.239344262295079,22.9,9086.838819159837,9136.87890625,38.47540983606557,100,3652.6171875,3652.6171875,24.522377049180335,28.697,306.02676770174503,40.0655737704918,63.732964183688175,868,868.0,0.0,200,0.15848973871698055,0.7418932890162441,0.7350261348654507,0.1166040584678429,0.5064717226513007,0.5645973154362416,1.14114209923175
qwen25_3b_hf_4bit,exp_20260303_212805_2358431307424,reasoning,17.550648527268745,34.12979292869568,56.9779514669377,,599,12.128313253012049,22.4,9050.161215173193,9180.0703125,37.0722891566265,45,3652.6171875,3652.6171875,28.099102409638547,32.965,961.8135800204275,40.89156626506024,187.0868661940098,1049,1049.0,0.1,600,0.17013919592952256,0.5687135541624418,0.48739784206623804,0.12712907646860322,0.384889097240413,1.0,1.6157133006980018
qwen25_3b_hf_4bit,exp_20260303_212842_2358431307424,reasoning,17.43684573279254,18.23724341392517,57.34982205636846,,318,11.743820224719101,21.9,8674.077422752809,8719.6484375,38.48314606741573,99,3652.6171875,3652.6171875,26.53085393258427,29.225,486.3272506796123,40.853932584269664,97.30798856735231,579,579.0,0.1,320,0.1682723903241518,0.7785439194127707,0.7465143218715353,0.1499774085397478,0.5248264285149525,0.543245869776482,1.140305041931849
qwen25_3b_hf_4bit,exp_20260303_212902_2358431307424,reasoning,17.749221181438255,22.479859590530396,56.34050022689322,,399,11.225454545454545,17.2,8712.95440340909,8736.96484375,38.60909090909091,99,3652.6171875,3652.6171875,27.48637272727272,35.829,620.739833894372,40.78181818181818,114.433584458828,622,622.0,0.1,400,0.17339655481585908,0.7225283819984213,0.6732661268026483,0.152017041009374,0.48809697456666445,0.5850340136054422,1.14012370997732
qwen25_3b_hf_4bit,exp_20260303_212927_2358431307424,reasoning,14.178322994805953,22.49913477897644,70.53020306889167,,319,10.043636363636365,24.4,8689.428444602272,8763.6328125,32.68181818181818,45,3652.6171875,3652.6171875,22.303854545454545,29.963,503.47349821364907,39.93636363636364,102.56219186067581,489,489.0,0.1,320,0.11482002528777822,0.7222738904312789,0.7371704668987769,0.05602694129528739,0.48376131731412797,0.4557823129251701,0.8851160666256263
qwen25_3b_hf_4bit,exp_20260303_212952_2358431307424,reasoning,16.84388088018641,23.747496366500854,59.368740916252136,,400,11.316379310344827,23.4,8682.349070581897,8733.8046875,38.35344827586207,100,3652.6171875,3652.6171875,26.991336206896552,36.226,643.6221680618522,40.293103448275865,121.88772771656514,583,583.0,0.1,400,0.15854547530657342,0.7057916911698402,0.6607963889504038,0.14787699836515794,0.47339461415870254,0.5471331389698737,1.038254839906969
qwen25_3b_hf_4bit,exp_20260303_213018_2358431307424,summary,16.973904975411134,14.669576644897461,58.91396242930707,,249,10.823611111111113,28.1,8674.878526475695,8739.19140625,39.041666666666664,100,3652.6171875,3652.6171875,26.080027777777776,30.039,385.0723288220168,40.25,72.36671856880187,468,468.0,0.7,250,0.27248007274266933,0.5969345157427888,0.5417785232266216,0.4491519174041298,0.45060594078789085,0.6685714285714286,1.2130472560383951
qwen25_3b_hf_4bit,exp_20260303_213035_2358431307424,summary,16.27029350296443,12.230879545211792,61.46170625734569,,199,12.426666666666668,25.9,8697.320572916668,8722.84765625,35.7,100,3652.6171875,3652.6171875,26.001600000000003,32.42,320.4254449186325,40.18333333333333,69.27887464284896,371,371.0,0.7,200,0.2600699563740231,0.6670152350983604,0.6196828000192646,0.41070796460176995,0.4900373930848967,0.53,1.038536219371191
qwen25_3b_hf_4bit,exp_20260303_213049_2358431307424,summary,14.82256558582193,16.79871129989624,67.46470401564756,,249,10.75,20.5,8706.378668064024,8767.45703125,33.426829268292686,100,3652.6171875,3652.6171875,23.11279268292683,29.756,390.33637225902083,39.76829268292683,82.1360057097673,700,700.0,0.7,250,0.23453530745847792,0.5357496772294599,0.5354349615233577,0.38455644290956187,0.41516951460923646,1.0,1.697962738638888
qwen25_3b_hf_4bit,exp_20260303_213108_2358431307424,summary,17.468459138854556,14.311508417129517,57.246033668518066,,250,11.318571428571428,18.8,8690.318359375,8723.7265625,38.27142857142857,100,3652.6171875,3652.6171875,28.445671428571426,40.336,409.72194103598576,40.6,73.801123239398,474,474.0,0.7,250,0.2812028906034828,0.6072243049025768,0.5120739172688421,0.44029077117572696,0.44827062289281877,0.6771428571428572,1.2232631675443715
qwen25_3b_hf_4bit,exp_20260303_213125_2358431307424,summary,15.778820116933558,12.61184287071228,63.3760948276999,,199,10.856451612903228,21.8,8671.361139112903,8772.66015625,34.08064516129032,100,3652.6171875,3652.6171875,25.486887096774186,39.885,323.34326212155827,40.37096774193548,62.40349799573422,686,686.0,0.7,200,0.25140147646489575,0.6560675106340937,0.6161666144696751,0.39207821866971165,0.48223082811708895,0.98,1.8758200606299107
qwen25_3b_hf_4bit,exp_20260303_213140_2358431307424,translation,15.096537525289728,19.739625692367554,66.24035467237434,,298,15.788541666666665,49.6,8823.925496419271,9148.6875,36.270833333333336,99,3652.6171875,3652.6171875,22.484708333333334,29.157,446.21007239365565,39.833333333333336,142.0956754696369,673,673.0,0.2,300,0.14163601218961805,0.5288728739573499,0.5625970002652856,0.14827354491884634,0.38409536714263787,0.43695797198132086,0.7140991590697787
qwen25_3b_hf_4bit,exp_20260303_213202_2358431307424,translation,15.198474648530249,19.73882293701172,65.79607645670573,,300,13.602083333333335,33.1,9019.868286132812,9055.2421875,38.03125,99,3652.6171875,3652.6171875,23.902927083333335,29.642,474.07972171998017,40.9375,121.29901440739634,1478,1478.0,0.2,300,0.1435355483833619,0.5288938055061375,0.5329398340028685,0.17666442675488475,0.37596431120604656,0.9739826551034023,1.5519357545552508
qwen25_3b_hf_4bit,exp_20260303_213224_2358431307424,translation,18.292643728260796,16.40003514289856,54.666783809661865,,300,13.291250000000002,28.0,9027.181591796874,9075.18359375,38.5375,100,3652.6171875,3652.6171875,27.551925,30.334,454.4389964553117,41.6125,98.8898588901758,1512,1512.0,0.2,300,0.2011935042847012,0.6159514614852477,0.5538402855251823,0.18482890520004142,0.43141492581700946,0.9966644429619747,1.7398728171193618
qwen25_3b_hf_4bit,exp_20260303_213242_2358431307424,translation,18.16143453098413,13.214815139770508,55.061729749043785,,240,11.933846153846153,21.8,9006.614483173076,9028.59765625,35.66153846153846,41,3652.6171875,3652.6171875,26.713184615384616,31.967,355.6745027561188,41.49230769230769,71.935188549757,397,397.0,0.2,240,0.19874850082319453,0.6990048941529438,0.6589393836933722,0.1384472242323995,0.48688268368317256,0.25283522348232157,0.5024403040849343
qwen25_3b_hf_4bit,exp_20260303_213258_2358431307424,translation,18.049346193256103,16.621100664138794,55.40366888046265,,300,12.224691358024693,23.5,9003.030044367284,9043.89453125,35.79012345679013,41,3652.6171875,3652.6171875,27.169135802469132,33.909,454.10782121109963,41.18518518518518,92.4829522132874,1067,1067.0,0.2,300,0.19665980293137156,0.610187259839696,0.554192701846055,0.14052096136247907,0.42797790967827387,0.6997998665777185,1.2195411108629233
qwen25_3b_hf_8bit,exp_20260303_213318_2451737990816,code,7.3630718433279965,162.97545719146729,135.8128809928894,,1200,13.59936224489796,47.7,9831.145876514669,12663.40625,36.900510204081634,47,4527.112653459822,4654.6171875,19.055670918367348,29.195,3105.3122896177724,39.24872448979592,998.0391862750051,3525,3525.0,0.1,1200,0.06327231935221107,0.5557968037871154,0.7500045358626461,0.23533224176076448,0.41704932963581287,0.6305109758347168,1.0802095483614487
qwen25_3b_hf_8bit,exp_20260303_213603_2451737990816,code,7.5567595322595915,84.56005477905273,132.33185411432353,,639,13.26039119804401,43.3,9058.46853033313,9718.58984375,37.8239608801956,42,4744.177089700489,4744.6171875,18.562809290953545,25.116,1570.6865099028366,38.9682151589242,505.60731739461437,2300,2300.0,0.1,640,0.06622007472701999,0.7758932626634204,0.8835481750356242,0.24824680369268287,0.5243204612005214,0.40453790813503043,0.8535214581196919
qwen25_3b_hf_8bit,exp_20260303_213730_2451737990816,code,6.910510903439523,92.1784234046936,144.7071011062694,,637,12.282997762863534,27.9,9071.368743008949,9149.921875,37.76510067114094,78,4744.6171875,4744.6171875,17.83514765100671,22.022,1644.8818319203842,38.04026845637584,510.4628502023214,2690,2690.0,0.1,640,0.05638474198297536,0.7545100151720776,0.8770916737551135,0.24742363702571923,0.5120344034713475,0.4764803541781959,0.9769356709971113
qwen25_3b_hf_8bit,exp_20260303_213904_2451737990816,code,7.536733519402236,106.01409721374512,132.68347586200892,,799,13.373735408560313,37.7,8969.373328064203,9180.203125,37.62645914396887,47,4744.6171875,4744.6171875,17.85037937743191,25.455,1893.4274052922722,38.48443579766537,639.6022666615246,2802,2802.0,0.1,800,0.06591529651751225,0.7156760269777153,0.8554631563620446,0.2454847196202611,0.49770787360893287,0.4971407489393101,0.9899444532008584
qwen25_3b_hf_8bit,exp_20260303_214052_2451737990816,code,6.920923208112036,115.44702577590942,144.4893939623397,,799,11.812724014336917,38.8,8912.143439180107,8978.12890625,36.691756272401435,48,4892.086721550179,4892.6171875,17.91632258064516,24.954,2069.378791909815,37.91756272401434,614.5342436832187,1686,1686.0,0.1,800,0.05654320805395724,0.6891996701716088,0.8401518089332252,0.23241279446493218,0.48142272695303306,0.2912746725696366,0.5699728080114915
qwen25_3b_hf_8bit,exp_20260303_214250_2451737990816,creative,7.083053728634105,70.59102177619934,141.18204355239868,,500,11.925146198830408,26.1,8881.43479303728,8969.29296875,37.005847953216374,77,4892.6171875,4892.6171875,17.7980701754386,20.632,1257.3257280206685,36.91520467836257,379.62299290001414,732,732.0,0.8,500,0.07454163437681671,0.5182367680485755,0.7302181310681573,0.14373096391270235,0.4043531234857465,0.8026315789473685,1.341758061437379
qwen25_3b_hf_8bit,exp_20260303_214403_2451737990816,creative,7.406798241217555,67.3705403804779,135.01110296688958,,499,12.442813455657491,51.4,8749.183223432721,9147.203125,37.74617737003058,55,4892.6171875,4892.6171875,18.36418348623853,25.189,1238.4820226759905,37.379204892966364,378.0011519497632,851,851.0,0.8,500,0.07958369587842268,0.5403520185759435,0.7342924767761625,0.15564088845783175,0.41422682695700086,0.9331140350877193,1.5830085639315137
qwen25_3b_hf_8bit,exp_20260303_214513_2451737990816,creative,7.457430828541235,67.04721927642822,134.09443855285645,,500,13.357407407407406,34.5,8956.621949749227,9073.890625,38.03086419753087,51,4892.6171875,4892.6171875,18.374617283950617,35.498,1233.1704186748264,38.30246913580247,404.153732510805,762,762.0,0.8,500,0.08037225787514726,0.5425722851566924,0.7354409404444758,0.16022073974769563,0.41555287083040937,0.8355263157894737,1.422374294196065
qwen25_3b_hf_8bit,exp_20260303_214622_2451737990816,creative,7.081198824976317,70.46829390525818,141.21902586224084,,499,12.493255131964812,50.0,8931.879089534457,9017.66015625,37.26392961876833,79,4892.6171875,4892.6171875,17.61247214076246,24.189,1242.0744296661624,37.780058651026394,394.7944910985231,850,850.0,0.8,500,0.0745127457379098,0.5190795481423095,0.7335157342123149,0.1478828091499645,0.40558368300155123,0.9320175438596491,1.558557433620818
qwen25_3b_hf_8bit,exp_20260303_214735_2451737990816,creative,7.737684673942806,51.82428812980652,129.2376262588691,,401,12.74920634920635,26.6,8918.943622891866,8982.8203125,38.301587301587304,50,4892.6171875,4892.6171875,18.556924603174604,26.495,962.3100265641211,37.948412698412696,298.30062279045603,592,592.0,0.8,400,0.08473698706638585,0.6471091213314576,0.794005795704036,0.16457595199336078,0.4662292699372024,0.6491228070175439,1.2121336632838342
qwen25_3b_hf_8bit,exp_20260303_214829_2451737990816,math,7.747791468688785,51.4985466003418,129.069039098601,,399,13.208800000000002,32.2,8948.149765625,9031.3203125,38.564,63,4892.6171875,4892.6171875,18.7076,22.056,964.5660585975643,38.348,307.28884758174394,1256,1256.0,0.0,400,0.09336854183178217,0.3748066949849391,0.48401356525289413,0.43036001940805435,0.29499349480406284,0.45326596896427285,0.6479185372408907
qwen25_3b_hf_8bit,exp_20260303_214922_2451737990816,math,7.266013944527635,54.91318941116333,137.62704113073517,,399,12.640977443609023,27.5,8931.278694783834,9016.6015625,37.526315789473685,64,4892.6171875,4892.6171875,17.978684210526314,20.744,988.188406791687,37.984962406015036,313.7024089318513,1181,1181.0,0.0,400,0.08613143340715289,0.33284155688161515,0.4712717186281018,0.4187798462677801,0.27568655601577624,0.42619992782389027,0.594024161476828
qwen25_3b_hf_8bit,exp_20260303_215020_2451737990816,math,7.243885088366479,44.037142515182495,138.04746869963165,,319,12.3607476635514,25.7,8930.24828417056,9014.09765625,37.81308411214953,49,4892.6171875,4892.6171875,17.67565887850467,20.568,779.3660936133867,37.85981308411215,246.04348531186577,1155,1155.0,0.0,320,0.08579902078240426,0.46650555493189855,0.5839100501134643,0.42198007500215395,0.34944428982657055,0.41681703356189104,0.646148427737957
qwen25_3b_hf_8bit,exp_20260303_215106_2451737990816,math,7.305231975579869,81.99602723121643,136.88819237264846,,599,14.02613065326633,45.0,9082.863202732413,9215.2109375,37.037688442211056,74,4892.632066582914,4898.5390625,18.560336683417084,26.027,1522.4732556315644,38.824120603015075,518.3428191554545,1992,1992.0,0.0,600,0.0867205541707661,0.0,0.1830795566159507,0.41332694525514524,0.08961208865309166,0.7188740526885601,0.7919204975453402
qwen25_3b_hf_8bit,exp_20260303_215230_2451737990816,math,7.690552331690178,41.47946548461914,130.02967236557726,,319,12.68168316831683,26.9,9038.27103960396,9082.671875,38.386138613861384,61,4892.6171875,4892.6171875,18.540534653465347,19.343,770.1023838459255,38.86138613861386,237.69037403404712,1012,1012.0,0.0,320,0.09250871375799978,0.4979387899019326,0.5889068763418978,0.42837515192567294,0.363057185376349,0.365211115120895,0.5799757051775407
qwen25_3b_hf_8bit,exp_20260303_215314_2451737990816,multi_turn,7.418557638502583,161.4869167804718,134.79709247117847,,1198,12.808301404853129,32.9,8976.115920338441,9112.6484375,38.16858237547893,68,4892.6171875,4892.6171875,17.987113665389526,20.541,2905.4770870994334,38.30395913154534,931.9631984370939,535,566.5,0.2,300,0.004730381128350374,0.09795709671201822,0.33789753198339206,0.3328642422553527,0.13264854105996324,0.5993111366245695,0.6944892271116783
qwen25_3b_hf_8bit,exp_20260303_215558_2451737990816,multi_turn,7.415118654295381,96.96405863761902,134.85960867540894,,719,13.328784648187634,33.4,8900.19419642857,9002.71484375,37.30703624733476,60,4892.6171875,4892.6171875,17.897341151385927,20.649,1736.7093652654894,38.769722814498934,583.116061658263,329,409.3333333333333,0.7,240,0.004675126835444855,0.4845820564313945,0.6412463744700934,0.3217491499374992,0.3396185800046243,0.36280137772675086,0.5561033862324563
qwen25_3b_hf_8bit,exp_20260303_215737_2451737990816,multi_turn,7.124142396916558,126.19062757492065,140.36777260836558,,899,14.085901639344264,52.6,9125.251159067622,9245.48828125,37.136065573770495,81,4892.6171875,4892.6171875,18.061932786885244,24.703,2279.459443864942,38.7983606557377,802.179981814027,438,724.6666666666666,0.7,300,0.0,0.3094546463420525,0.50037782973961,0.31954340057802394,0.24294974282449874,0.48794489092996557,0.6491685339674369
qwen25_3b_hf_8bit,exp_20260303_215945_2451737990816,multi_turn,7.281309474580906,98.74597454071045,137.33793399264317,,719,16.117991631799164,53.7,9329.369843423117,9652.92578125,37.29916317991632,60,4892.6171875,4892.6171875,18.132654811715483,19.818,1791.7832578968992,39.34937238493724,717.6822951221469,424,428.3333333333333,0.7,240,0.0025252095447788805,0.4739047060460357,0.6269521727490189,0.3216475768837509,0.33126714745642794,0.4718714121699196,0.709957401301693
qwen25_3b_hf_8bit,exp_20260303_220126_2451737990816,multi_turn,7.574448563166462,177.83472800254822,132.02281217709594,,1347,15.645168800931316,32.8,9410.414899228754,9629.04296875,38.39231664726426,65,4892.6171875,4892.6171875,18.738769499417927,23.8,3333.1784026104237,40.66705471478463,1253.535620166062,619,968.6666666666666,0.2,450,0.007235086673275897,0.0,0.22688941927925638,0.3357507122937226,0.07096086045308728,0.695752009184845,0.7515682568091582
qwen25_3b_hf_8bit,exp_20260303_220426_2451737990816,qa,7.762717142987208,38.6462619304657,128.82087310155234,,300,13.672872340425531,27.0,9266.925760472075,9361.48046875,38.57446808510638,62,4892.6171875,4892.6171875,18.511553191489362,21.56,716.6487555977103,39.09574468085106,238.9182777661084,1088,1088.0,0.0,300,0.007517553253411075,0.027892920511902904,0.26936929835113743,0.11840885620399293,0.09218568696027653,0.7491610738255033,0.8271401557371948
qwen25_3b_hf_8bit,exp_20260303_220507_2451737990816,qa,7.564862961185344,26.4380202293396,132.190101146698,,200,13.084375,27.5,9279.189331054688,9328.65234375,38.7265625,63,4892.6171875,4892.6171875,18.4288515625,20.652,488.15627544784513,38.9921875,156.75122591614726,893,893.0,0.0,200,0.003938468311225812,0.3602040959300999,0.5284861713152147,0.12117994955905494,0.26818246749808466,0.5855704697986577,0.802853051733608
qwen25_3b_hf_8bit,exp_20260303_220536_2451737990816,qa,7.527254686599022,26.570111989974976,132.85055994987488,,200,13.472868217054264,32.2,9247.464631782947,9307.86328125,37.58139534883721,44,4892.6171875,4892.6171875,17.87377519379845,19.533,475.93583407926576,38.82945736434109,161.82982947528362,994,994.0,0.0,200,0.003258153101066294,0.35660852751702105,0.5423444941431269,0.1003155076580022,0.27098916773847087,0.6703020134228188,0.9205575665798443
qwen25_3b_hf_8bit,exp_20260303_220605_2451737990816,qa,7.562203904261625,39.67097473144531,132.23658243815103,,300,13.472538860103626,26.8,9277.690110913212,9348.5234375,38.15544041450777,61,4892.6171875,4892.6171875,18.212051813471504,20.215,723.7484980813259,38.880829015544045,241.57389565050605,1240,1240.0,0.0,300,0.0038903672778818296,0.0,0.26131799149850893,0.11077435631525542,0.07995154436070541,0.8766778523489933,0.9533673723908404
qwen25_3b_hf_8bit,exp_20260303_220647_2451737990816,qa,7.347141829148066,27.22146987915039,136.10734939575195,,200,14.066666666666666,25.7,9317.15947561553,9435.44140625,38.02272727272727,67,4892.6171875,4892.6171875,17.895340909090905,22.748,488.27418567764755,38.833333333333336,173.53936479806902,837,837.0,0.0,200,0.0,0.3388784144451417,0.528352457811747,0.10835638123330009,0.2601692616770666,0.5385906040268457,0.7316192521712565
qwen25_3b_hf_8bit,exp_20260303_220716_2451737990816,reasoning,7.758650163882343,77.20415115356445,128.88839925469858,,599,13.686666666666667,33.5,9329.03515625,9423.7265625,39.04266666666667,70,4892.6171875,4892.6171875,18.812536,20.36,1453.831034178854,38.965333333333334,476.7194827526808,1010,1010.0,0.1,600,0.00951258287764919,0.0,0.2192727186772234,0.1590386480988891,0.06958684875422669,0.9620991253644315,1.0336936739737035
qwen25_3b_hf_8bit,exp_20260303_220836_2451737990816,reasoning,7.585658401232643,42.053040504455566,131.8277131801115,,319,14.209313725490196,28.5,8929.7119140625,9281.484375,39.36274509803921,52,4892.6171875,4892.6171875,18.537348039215686,19.597,780.2265670087334,38.94607843137255,270.05131468176853,548,548.0,0.1,320,0.006674849466234986,0.46410240091447985,0.586353762955024,0.1642222058593426,0.3178067889473451,0.5131195335276968,0.7557420748639836
qwen25_3b_hf_8bit,exp_20260303_220920_2451737990816,reasoning,7.5261542871802884,52.882253646850586,132.86998403731303,,398,13.586770428015566,29.8,8910.176997203307,9002.46484375,37.988326848249024,68,4892.6171875,4892.6171875,18.18546692607004,20.034,962.8854913089277,38.89105058365759,324.3877478170394,685,685.0,0.1,400,0.005698752049938374,0.32112359522124984,0.4868137035482604,0.1419639851030784,0.24466069045082844,0.6462585034013606,0.8574739272022159
qwen25_3b_hf_8bit,exp_20260303_221015_2451737990816,reasoning,7.1787512654386765,44.43669772148132,139.2999928573082,,319,14.185581395348835,28.0,8962.11687863372,9105.734375,37.01860465116279,57,4892.6171875,4892.6171875,17.589474418604652,20.931,782.3612226034405,38.7953488372093,284.5761311495303,430,430.0,0.1,320,0.0,0.43263081959171945,0.5851904814700146,0.12625967476065542,0.3053463903185202,0.39844509232264336,0.5796395373710925
qwen25_3b_hf_8bit,exp_20260303_221102_2451737990816,reasoning,7.233564313470504,55.297773361206055,138.24443340301514,,400,12.929477611940296,35.0,9012.544149370337,9108.796875,37.048507462686565,51,4892.6171875,4892.6171875,18.167902985074626,20.904,1005.5616971219781,38.6455223880597,320.6508089607956,627,627.0,0.1,400,0.0008991458055511007,0.2892313312731959,0.4635572868242418,0.12674394028916594,0.22619624375145175,0.5898931000971818,0.765361348825882
qwen25_3b_hf_8bit,exp_20260303_221200_2451737990816,summary,7.499239420543407,33.336714029312134,133.34685611724854,,250,12.16604938271605,24.6,8674.97834683642,8851.2265625,37.34567901234568,86,4892.6171875,4892.6171875,18.421296296296298,23.284,614.8323404365779,38.01851851851852,183.507089202404,449,449.0,0.7,250,0.10536838299002733,0.06049790113506155,0.26490071473932675,0.42964055500928655,0.13976693795832743,0.6414285714285715,0.7485679409838105
qwen25_3b_hf_8bit,exp_20260303_221235_2451737990816,summary,7.396125929402712,27.041183710098267,135.20591855049133,,200,11.64469696969697,25.6,8691.064305160984,8746.64453125,36.90151515151515,79,4892.6171875,4892.6171875,18.375068181818182,25.227,497.5767564980985,37.96969696969697,142.64818063080318,347,347.0,0.7,200,0.10354969401984379,0.24141224820677704,0.4062023663437294,0.42453070528291764,0.23570426197308944,0.4957142857142857,0.6531280761056051
qwen25_3b_hf_8bit,exp_20260303_221305_2451737990816,summary,7.0255739207094114,35.44194436073303,142.337125946719,,249,13.890697674418604,52.9,8754.460278888082,9187.17578125,37.616279069767444,72,4892.6171875,4892.6171875,17.60568604651163,19.443,624.687250813842,37.83720930232558,222.80137869000433,410,410.0,0.7,250,0.09701399395155388,0.0,0.25302481880373195,0.4327536530150237,0.11471304322174114,0.5857142857142857,0.6653892153840792
qwen25_3b_hf_8bit,exp_20260303_221343_2451737990816,summary,7.37681579576005,33.754401206970215,135.55984420469966,,249,14.021341463414634,25.8,9007.203744283537,9077.33984375,37.76829268292683,87,4892.6171875,4892.6171875,18.32835365853659,20.943,619.9350994162558,38.792682926829265,214.16748008251184,422,422.0,0.7,250,0.10320910689899113,0.048494845126322426,0.25875151273675107,0.4345024821929635,0.1334575501185185,0.6028571428571429,0.6991756565127086
qwen25_3b_hf_8bit,exp_20260303_221419_2451737990816,summary,7.349404753125769,27.077022790908813,136.06544116034578,,199,12.711363636363638,24.3,8981.144679214016,9035.6875,36.79545454545455,78,4892.6171875,4892.6171875,18.382969696969703,25.387,498.6156214414834,38.35606060606061,155.7991638636589,401,401.0,0.7,200,0.10272563804977741,0.240382342293259,0.40495045724598255,0.42331053901850363,0.23469009508168343,0.5728571428571428,0.7517731157046811
qwen25_3b_hf_8bit,exp_20260303_221448_2451737990816,translation,7.495751776947313,40.02267003059387,133.40890010197958,,300,12.901030927835052,24.2,8952.180996295103,9013.83984375,37.84020618556701,71,4892.6171875,4892.6171875,18.43336082474227,21.357,738.8400528085236,37.97938144329897,233.44247623264792,623,623.0,0.2,300,0.0,0.0,0.25119817780740167,0.1735833934610208,0.0753594533422205,0.40360240160106736,0.4425256352081938
qwen25_3b_hf_8bit,exp_20260303_221530_2451737990816,translation,7.753520161591811,38.692102909088135,128.9736763636271,,300,13.095212765957447,28.3,8996.933552194148,9057.4921875,38.37765957446808,53,4892.6171875,4892.6171875,18.43022340425532,19.424,714.308654672384,38.22872340425532,228.99409454047682,968,968.0,0.2,300,0.0048033568210455405,0.03469404522365867,0.27730298252361485,0.18225110034291547,0.09552045105260026,0.6337558372248165,0.7039587030303779
qwen25_3b_hf_8bit,exp_20260303_221611_2451737990816,translation,7.708811730895073,38.91650366783142,129.7216788927714,,300,13.361904761904762,25.8,8858.79365079365,9044.44921875,38.592592592592595,60,4892.6171875,4892.6171875,18.39459259259259,20.81,717.0792564296723,38.523809523809526,234.39421171545976,1517,1517.0,0.2,300,0.003970242450400005,0.02884287849465324,0.27435467858190604,0.18571740354020935,0.09254736410312778,1.0,1.1008742691252464
qwen25_3b_hf_8bit,exp_20260303_221652_2451737990816,translation,7.734016860972292,31.031739950180054,129.29891645908356,,240,13.43046357615894,26.3,8804.806860513245,8848.78125,38.980132450331126,61,4892.6171875,4892.6171875,18.398854304635762,23.05,571.641184336305,38.27814569536424,188.28539893805979,807,807.0,0.2,240,0.00443992469498063,0.23443517412307038,0.42912092750217,0.19196740021210132,0.20084280036556437,0.5263509006004002,0.662851298663245
qwen25_3b_hf_8bit,exp_20260303_221726_2451737990816,translation,7.54653254316033,39.75335669517517,132.51118898391724,,300,13.329533678756478,24.9,8811.128784812176,8923.37890625,37.968911917098445,56,4892.6171875,4892.6171875,18.365274611398963,21.738,730.7459131766556,38.36787564766839,239.71470384657383,1214,1214.0,0.2,300,0.0009462686438587684,0.007022245542770602,0.25981146324931037,0.1756590777491324,0.0804286200951678,0.7978652434956638,0.8690728447108296
qwen25_7b_hf_4bit,exp_20260303_231029_2405126166176,code,13.084574567056931,91.55819272994995,76.42587039227875,,1198,11.534999999999998,28.1,9692.639009232955,12893.39453125,42.50454545454546,100,5877.240926846591,6588.6171875,51.64473636363637,590.006,4929.718513014794,44.527272727272724,476.1472078227996,5528,5528.0,0.1,1200,0.15034853208874815,0.7562508794793165,0.5912441073446758,0.3137053072452463,0.46438790888269693,1.0,1.8511319973348184
qwen25_7b_hf_4bit,exp_20260303_231203_2405126166176,code,22.3429183473922,28.554908990859985,44.756910643981165,,638,11.601438848920862,25.4,9410.666676034172,9504.34765625,65.4748201438849,100,6677.322223471223,6678.6171875,66.99377697841726,71.811,1917.6714659498932,51.24460431654676,150.0788865691424,2683,2683.0,0.1,640,0.2912523385766786,0.9330885825573718,0.8533534302442215,0.6349471913456607,0.6524335392711494,0.4751890795056263,1.3569199933255327
